State,Year,Crop,Area,Production
Chhattisgarh,2002,Bajra,4,3
Chhattisgarh,2002,Jowar,9,10
Chhattisgarh,2002,Rice,254729,193529
Chhattisgarh,2002,Wheat,12061,7474
Chhattisgarh,2002,Onion,264,1650
Chhattisgarh,2002,Potato,12,75
Chhattisgarh,2003,Bajra,2,2
Chhattisgarh,2003,Jowar,30,27
Chhattisgarh,2003,Rice,257926,357731
Chhattisgarh,2003,Wheat,14387,11780
Chhattisgarh,2003,Onion,240,1495
Chhattisgarh,2003,Potato,15,71
Chhattisgarh,2004,Bajra,3,2
Chhattisgarh,2004,Jowar,26,19
Chhattisgarh,2004,Rice,260215,291457
Chhattisgarh,2004,Wheat,13274,8894
Chhattisgarh,2004,Onion,315,1585
Chhattisgarh,2004,Potato,9,50
Chhattisgarh,2005,Bajra,2,2
Chhattisgarh,2005,Jowar,31,22
Chhattisgarh,2005,Rice,261961,357964
Chhattisgarh,2005,Wheat,13899,9771
Chhattisgarh,2005,Onion,264,1130
Chhattisgarh,2005,Potato,6,30
Chhattisgarh,2006,Bajra,2,2
Chhattisgarh,2006,Jowar,33,34
Chhattisgarh,2006,Potato,1,8
Chhattisgarh,2006,Rice,265967,357973
Chhattisgarh,2006,Potato,13,49
Chhattisgarh,2006,Wheat,13361,10243
Chhattisgarh,2006,Onion,238,846
Chhattisgarh,2007,Jowar,26,26
Chhattisgarh,2007,Potato,1,8
Chhattisgarh,2007,Rice,268022,290436
Chhattisgarh,2007,Potato,14,62
Chhattisgarh,2007,Wheat,13265,11726
Chhattisgarh,2007,Onion,206,719
Chhattisgarh,2008,Jowar,55,71
Chhattisgarh,2008,Potato,10,
Chhattisgarh,2008,Rice,271256,211856
Chhattisgarh,2008,Potato,10,40
Chhattisgarh,2008,Wheat,12857,9259
Chhattisgarh,2008,Onion,219,790
Chhattisgarh,2009,Jowar,56,67
Chhattisgarh,2009,Rice,269249,210540
Chhattisgarh,2009,Wheat,13828,11470
Chhattisgarh,2009,Onion,223,728
Chhattisgarh,2009,Potato,34,136
Chhattisgarh,2010,Jowar,55,83
Chhattisgarh,2010,Rice,274412,438569
Chhattisgarh,2010,Wheat,14189,14313
Chhattisgarh,2010,Onion,165,721
Chhattisgarh,2010,Potato,40,174
Chhattisgarh,2011,Jowar,98,72
Chhattisgarh,2011,Potato,16,104
Chhattisgarh,2011,Rice,276480,458453
Chhattisgarh,2011,Potato,21,140
Chhattisgarh,2011,Wheat,13946,15816
Chhattisgarh,2011,Onion,161,616
Chhattisgarh,2012,Jowar,117,71
Chhattisgarh,2012,Potato,11,73
Chhattisgarh,2012,Rice,277609,512609
Chhattisgarh,2012,Potato,22,149
Chhattisgarh,2012,Wheat,13633,15944
Chhattisgarh,2012,Onion,157,372
Chhattisgarh,2013,Potato,23,90
Chhattisgarh,2013,Rice,281928,428897
Chhattisgarh,2013,Potato,20,96
Chhattisgarh,2013,Wheat,12830,14471
Chhattisgarh,2013,Jowar,100,62
Chhattisgarh,2013,Onion,184,1377
Chhattisgarh,2014,Potato,23,135
Chhattisgarh,2014,Rice,287194,480285
Chhattisgarh,2014,Potato,21,118
Chhattisgarh,2014,Wheat,13022,15803
Chhattisgarh,2014,Jowar,99,76
Chhattisgarh,2014,Onion,145,1167
Chhattisgarh,2011,Jowar,953,958
Chhattisgarh,2011,Rice,71239,91114
Chhattisgarh,2012,Jowar,951,818
Chhattisgarh,2012,Rice,73085,156158
Chhattisgarh,2013,Rice,72828,171578
Chhattisgarh,2013,Jowar,1015,746
Chhattisgarh,2014,Rice,78438,174280
Chhattisgarh,2014,Wheat,1,1
Chhattisgarh,2014,Jowar,1090,1086
Chhattisgarh,2011,Jowar,402,262
Chhattisgarh,2011,Rice,107505,148323
Chhattisgarh,2011,Potato,2786,14109
Chhattisgarh,2011,Wheat,6591,8185
Chhattisgarh,2011,Onion,676,3252
Chhattisgarh,2012,Jowar,402,405
Chhattisgarh,2012,Rice,108067,138640
Chhattisgarh,2012,Potato,2871,18579
Chhattisgarh,2012,Wheat,6531,9103
Chhattisgarh,2012,Onion,748,1938
Chhattisgarh,2013,Rice,108262,189774
Chhattisgarh,2013,Potato,2971,12853
Chhattisgarh,2013,Wheat,6624,10312
Chhattisgarh,2013,Jowar,328,191
Chhattisgarh,2013,Onion,879,5928
Chhattisgarh,2014,Rice,106865,196547
Chhattisgarh,2014,Potato,2891,15430
Chhattisgarh,2014,Wheat,6872,13163
Chhattisgarh,2014,Jowar,322,257
Chhattisgarh,2014,Onion,675,2390
Chhattisgarh,2000,Jowar,1720,1362
Chhattisgarh,2000,Rice,309313,194681
Chhattisgarh,2000,Wheat,18658,27559
Chhattisgarh,2000,Onion,883,6369
Chhattisgarh,2000,Potato,5092,37145
Chhattisgarh,2001,Bajra,2,1
Chhattisgarh,2001,Jowar,1631,1559
Chhattisgarh,2001,Rice,314482,411096
Chhattisgarh,2001,Wheat,19918,26290
Chhattisgarh,2001,Onion,1003,7950
Chhattisgarh,2001,Potato,5372,37537
Chhattisgarh,2002,Jowar,1639,855
Chhattisgarh,2002,Rice,311106,221033
Chhattisgarh,2002,Wheat,19673,26815
Chhattisgarh,2002,Onion,1038,7916
Chhattisgarh,2002,Potato,5518,34797
Chhattisgarh,2003,Jowar,1653,1550
Chhattisgarh,2003,Rice,314170,404374
Chhattisgarh,2003,Wheat,20556,25168
Chhattisgarh,2003,Onion,1166,7187
Chhattisgarh,2003,Potato,5857,27352
Chhattisgarh,2004,Jowar,1593,1078
Chhattisgarh,2004,Rice,310959,299182
Chhattisgarh,2004,Wheat,19601,20672
Chhattisgarh,2004,Onion,1144,5697
Chhattisgarh,2004,Potato,6038,33097
Chhattisgarh,2005,Bajra,3,3
Chhattisgarh,2005,Jowar,1567,1327
Chhattisgarh,2005,Rice,312299,341368
Chhattisgarh,2005,Wheat,19226,19667
Chhattisgarh,2005,Onion,1245,6292
Chhattisgarh,2005,Potato,5939,27845
Chhattisgarh,2006,Jowar,1542,1343
Chhattisgarh,2006,Potato,558,2175
Chhattisgarh,2006,Rice,313914,345995
Chhattisgarh,2006,Potato,5540,22201
Chhattisgarh,2006,Wheat,20085,24875
Chhattisgarh,2006,Onion,1245,5306
Chhattisgarh,2007,Bajra,1,
Chhattisgarh,2007,Jowar,1489,1548
Chhattisgarh,2007,Potato,812,2955
Chhattisgarh,2007,Rice,311757,380351
Chhattisgarh,2007,Potato,5525,21594
Chhattisgarh,2007,Wheat,20018,25897
Chhattisgarh,2007,Onion,1275,5341
Chhattisgarh,2008,Jowar,1380,1990
Chhattisgarh,2008,Potato,627,2621
Chhattisgarh,2008,Rice,311848,365590
Chhattisgarh,2008,Potato,5756,24617
Chhattisgarh,2008,Wheat,20115,24154
Chhattisgarh,2008,Onion,1337,4974
Chhattisgarh,2009,Jowar,1330,1450
Chhattisgarh,2009,Rice,307674,221619
Chhattisgarh,2009,Wheat,20445,22975
Chhattisgarh,2009,Onion,1409,4945
Chhattisgarh,2009,Potato,6517,21218
Chhattisgarh,2010,Jowar,1256,1671
Chhattisgarh,2010,Rice,302922,323612
Chhattisgarh,2010,Wheat,20077,23737
Chhattisgarh,2010,Onion,1642,6143
Chhattisgarh,2010,Potato,6611,26201
Chhattisgarh,2011,Jowar,161,105
Chhattisgarh,2011,Potato,536,2619
Chhattisgarh,2011,Rice,117901,164828
Chhattisgarh,2011,Potato,1830,9267
Chhattisgarh,2011,Wheat,5537,6803
Chhattisgarh,2011,Onion,450,2164
Chhattisgarh,2012,Jowar,151,97
Chhattisgarh,2012,Potato,539,3618
Chhattisgarh,2012,Rice,117501,196105
Chhattisgarh,2012,Potato,1830,12632
Chhattisgarh,2012,Wheat,5347,8362
Chhattisgarh,2012,Onion,462,1502
Chhattisgarh,2013,Potato,540,3348
Chhattisgarh,2013,Rice,116893,202401
Chhattisgarh,2013,Potato,1817,8862
Chhattisgarh,2013,Wheat,5221,8353
Chhattisgarh,2013,Jowar,108,63
Chhattisgarh,2013,Onion,512,3014
Chhattisgarh,2014,Potato,540,2762
Chhattisgarh,2014,Rice,117268,206623
Chhattisgarh,2014,Potato,1875,12174
Chhattisgarh,2014,Wheat,5415,9919
Chhattisgarh,2014,Jowar,130,103
Chhattisgarh,2014,Onion,518,3904
Dadra and Nagar Haveli,1998,Jowar,523,418
Dadra and Nagar Haveli,1998,Rice,14123,24023
Dadra and Nagar Haveli,1998,Rice,383,770
Dadra and Nagar Haveli,1998,Wheat,537,920
Dadra and Nagar Haveli,1999,Jowar,474,379
Dadra and Nagar Haveli,1999,Rice,13905,27754
Dadra and Nagar Haveli,1999,Rice,500,938
Dadra and Nagar Haveli,1999,Wheat,715,1236
Dadra and Nagar Haveli,2000,Jowar,529,447
Dadra and Nagar Haveli,2000,Rice,13668,25299
Dadra and Nagar Haveli,2000,Rice,1550,3364
Dadra and Nagar Haveli,2000,Wheat,710,1500
Dadra and Nagar Haveli,2001,Jowar,501,558
Dadra and Nagar Haveli,2001,Rice,13493,30197
Dadra and Nagar Haveli,2001,Rice,386,838
Dadra and Nagar Haveli,2001,Wheat,735,1441
Dadra and Nagar Haveli,2002,Jowar,528,588
Dadra and Nagar Haveli,2002,Rice,13301,37482
Dadra and Nagar Haveli,2002,Rice,382,839
Dadra and Nagar Haveli,2002,Wheat,750,1470
Dadra and Nagar Haveli,2003,Jowar,537,564
Dadra and Nagar Haveli,2003,Rice,13314,26761
Dadra and Nagar Haveli,2003,Rice,583,1172
Dadra and Nagar Haveli,2003,Wheat,750,1470
Dadra and Nagar Haveli,2004,Jowar,571,476
Dadra and Nagar Haveli,2004,Rice,13334,27788
Dadra and Nagar Haveli,2004,Rice,653,1383
Dadra and Nagar Haveli,2004,Wheat,750,1470
Dadra and Nagar Haveli,2005,Jowar,504,605
Dadra and Nagar Haveli,2005,Rice,12903,32296
Dadra and Nagar Haveli,2005,Rice,657,1347
Dadra and Nagar Haveli,2005,Wheat,750,1500
Dadra and Nagar Haveli,2006,Jowar,481,625
Dadra and Nagar Haveli,2006,Rice,12902,28565
Dadra and Nagar Haveli,2006,Rice,2500,5950
Dadra and Nagar Haveli,2006,Wheat,750,1550
Dadra and Nagar Haveli,2007,Jowar,500,400
Dadra and Nagar Haveli,2007,Rice,13600,23700
Dadra and Nagar Haveli,2007,Wheat,600,1100
Dadra and Nagar Haveli,2008,Jowar,500,400
Dadra and Nagar Haveli,2008,Rice,13600,23400
Dadra and Nagar Haveli,2008,Wheat,600,1100
Dadra and Nagar Haveli,2009,Jowar,500,400
Dadra and Nagar Haveli,2009,Rice,12500,13500
Dadra and Nagar Haveli,2009,Wheat,700,1000
Dadra and Nagar Haveli,2010,Jowar,405,446
Dadra and Nagar Haveli,2010,Rice,10220,19653
Dadra and Nagar Haveli,2010,Rice,580,1186
Dadra and Nagar Haveli,2010,Wheat,130,290
Dadra and Nagar Haveli,2011,Jowar,441,353
Dadra and Nagar Haveli,2011,Rice,10316,18156
Dadra and Nagar Haveli,2011,Rice,349,396
Dadra and Nagar Haveli,2011,Wheat,137,274
Dadra and Nagar Haveli,2012,Jowar,475,380
Dadra and Nagar Haveli,2012,Rice,13490,26036
Dadra and Nagar Haveli,2012,Rice,344,668
Dadra and Nagar Haveli,2012,Wheat,131,262
Dadra and Nagar Haveli,2013,Jowar,450,360
Dadra and Nagar Haveli,2013,Rice,13255,24866
Dadra and Nagar Haveli,2013,Rice,325,631
Dadra and Nagar Haveli,2013,Wheat,131,262
Dadra and Nagar Haveli,2014,Jowar,465,372
Dadra and Nagar Haveli,2014,Rice,13490,25181
Dadra and Nagar Haveli,2014,Rice,376,726
Dadra and Nagar Haveli,2014,Wheat,139,289
Goa,2004,Rice,29535,85664
Goa,2005,Rice,29605,85399
Goa,2006,Rice,29124,76689
Goa,2007,Rice,29653,71918
Goa,2008,Rice,19974,47919
Goa,2008,Rice,8145,20727
Goa,2009,Rice,18201,35411
Goa,2009,Rice,8688,24343
Goa,2010,Rice,17314,41896
Goa,2010,Rice,8450,22437
Goa,2011,Rice,18019,47954
Goa,2011,Rice,8450,23108
Goa,2012,Rice,18045,47789
Goa,2012,Rice,7355,21852
Goa,2013,Rice,14740,44206
Goa,2013,Rice,7270,22145
Goa,2014,Rice,14385,40962
Goa,2014,Rice,6820,18826
Goa,1997,Rice,15169,40864
Goa,1997,Rice,6417,19052
Goa,2004,Rice,22907,59510
Goa,2005,Rice,22572,61837
Goa,2006,Rice,23861,52256
Goa,2007,Rice,22538,49761
Goa,2008,Rice,13664,30786
Goa,2008,Rice,7543,22435
Goa,2009,Rice,12965,23856
Goa,2009,Rice,7250,16995
Goa,2010,Rice,13318,30325
Goa,2010,Rice,7530,20336
Goa,2011,Rice,13228,30816
Goa,2011,Rice,7540,20113
Goa,2012,Rice,13210,33440
Goa,2012,Rice,7220,19740
Goa,2013,Rice,13590,35908
Goa,2013,Rice,7220,24252
Goa,2014,Rice,13455,40307
Goa,2014,Rice,7310,20410
Gujarat,1997,Bajra,41700,43700
Gujarat,1997,Jowar,42500,33500
Gujarat,1997,Jowar,2000,1700
Gujarat,1997,Wheat,96000,121400
Gujarat,1997,Bajra,12200,26300
Gujarat,1997,Potato,2300,50000
Gujarat,1997,Rice,75300,114500
Gujarat,1998,Bajra,37300,43700
Gujarat,1998,Jowar,58400,48200
Gujarat,1998,Rice,52200,72600
Gujarat,1998,Jowar,2500,2000
Gujarat,1998,Wheat,91600,138900
Gujarat,1998,Bajra,11100,22600
Gujarat,1998,Onion,200,6700
Gujarat,1998,Potato,3100,72300
Gujarat,1999,Bajra,36600,35100
Gujarat,1999,Jowar,64200,86900
Gujarat,1999,Rice,75100,78900
Gujarat,1999,Jowar,2800,2500
Gujarat,1999,Wheat,84000,114800
Gujarat,1999,Bajra,11000,23400
Gujarat,1999,Potato,2500,55500
Gujarat,2000,Bajra,36300,28400
Gujarat,2000,Jowar,9600,6100
Gujarat,2000,Rice,84100,37500
Gujarat,2000,Jowar,300,100
Gujarat,2000,Wheat,48700,78500
Gujarat,2000,Bajra,9100,20600
Gujarat,2000,Potato,2000,41200
Gujarat,2001,Bajra,33500,37800
Gujarat,2001,Rice,82000,144300
Gujarat,2001,Jowar,100,100
Gujarat,2001,Wheat,81000,103500
Gujarat,2001,Bajra,7900,16600
Gujarat,2001,Onion,100,3900
Gujarat,2001,Potato,2100,45700
Gujarat,2002,Bajra,38200,39100
Gujarat,2002,Rice,47500,39300
Gujarat,2002,Jowar,200,100
Gujarat,2002,Wheat,79500,107400
Gujarat,2002,Bajra,2700,4400
Gujarat,2002,Onion,100,2700
Gujarat,2002,Potato,900,20500
Gujarat,2003,Bajra,29300,31200
Gujarat,2003,Rice,83200,197600
Gujarat,2003,Wheat,111400,182600
Gujarat,2003,Bajra,2000,4900
Gujarat,2004,Bajra,13200,15700
Gujarat,2004,Jowar,1400,1300
Gujarat,2004,Rice,78900,176000
Gujarat,2004,Wheat,124300,218000
Gujarat,2004,Bajra,1500,3800
Gujarat,2004,Rice,100,200
Gujarat,2005,Bajra,19300,15100
Gujarat,2005,Jowar,800,900
Gujarat,2005,Rice,94800,235500
Gujarat,2005,Wheat,108000,191900
Gujarat,2005,Bajra,2900,7700
Gujarat,2005,Rice,1000,2900
Gujarat,2006,Bajra,23500,16300
Gujarat,2006,Rice,97300,178800
Gujarat,2006,Jowar,1300,1100
Gujarat,2006,Wheat,132400,228900
Gujarat,2006,Bajra,1100,2800
Gujarat,2006,Rice,2800,8100
Gujarat,2007,Bajra,21200,19100
Gujarat,2007,Jowar,5000,6600
Gujarat,2007,Rice,105200,214100
Gujarat,2007,Wheat,150200,275600
Gujarat,2007,Bajra,1200,3000
Gujarat,2007,Rice,2800,8600
Gujarat,2007,Onion,600,19100
Gujarat,2007,Potato,1400,33500
Gujarat,2008,Bajra,15000,20700
Gujarat,2008,Jowar,12800,16200
Gujarat,2008,Rice,96100,175500
Gujarat,2008,Wheat,140800,194600
Gujarat,2008,Bajra,1400,3700
Gujarat,2008,Rice,2300,6400
Gujarat,2009,Bajra,12700,14900
Gujarat,2009,Rice,83700,209200
Gujarat,2009,Wheat,91500,209500
Gujarat,2009,Bajra,900,2300
Gujarat,2009,Rice,5300,17100
Gujarat,2010,Bajra,12800,18000
Gujarat,2010,Jowar,200,200
Gujarat,2010,Rice,103500,273600
Gujarat,2010,Jowar,1000,1100
Gujarat,2010,Wheat,230400,547600
Gujarat,2010,Bajra,1800,5000
Gujarat,2010,Rice,10000,36700
Gujarat,2010,Onion,200,4100
Gujarat,2011,Bajra,12900,18100
Gujarat,2011,Rice,119000,311000
Gujarat,2011,Jowar,9000,9600
Gujarat,2011,Onion,100,2200
Gujarat,2011,Wheat,189800,473900
Gujarat,2011,Bajra,3500,9000
Gujarat,2011,Rice,14100,54600
Gujarat,2012,Bajra,1700,2200
Gujarat,2012,Rice,107800,212600
Gujarat,2012,Wheat,178800,451100
Gujarat,2012,Bajra,900,2300
Gujarat,2012,Rice,4700,13100
Gujarat,1997,Bajra,46100,97200
Gujarat,1997,Jowar,17600,6000
Gujarat,1997,Jowar,1700,1500
Gujarat,1997,Wheat,17300,49300
Gujarat,1997,Bajra,300,600
Gujarat,1997,Onion,1700,59900
Gujarat,1998,Bajra,48600,94700
Gujarat,1998,Jowar,20300,3400
Gujarat,1998,Rice,100,100
Gujarat,1998,Jowar,400,300
Gujarat,1998,Wheat,25600,74800
Gujarat,1998,Bajra,300,800
Gujarat,1998,Onion,2600,76000
Gujarat,1999,Bajra,44800,47400
Gujarat,1999,Jowar,7400,400
Gujarat,1999,Rice,100,100
Gujarat,1999,Jowar,900,200
Gujarat,1999,Wheat,7800,16700
Gujarat,1999,Bajra,200,300
Gujarat,1999,Onion,600,13100
Gujarat,2000,Bajra,41400,30000
Gujarat,2000,Jowar,18300,500
Gujarat,2000,Jowar,100,
Gujarat,2000,Wheat,2600,5900
Gujarat,2000,Bajra,100,300
Gujarat,2000,Onion,100,2100
Gujarat,2001,Bajra,40900,77700
Gujarat,2001,Jowar,8100,4200
Gujarat,2001,Rice,100,100
Gujarat,2001,Jowar,100,100
Gujarat,2001,Wheat,11200,30100
Gujarat,2001,Bajra,200,300
Gujarat,2001,Onion,800,22100
Gujarat,2002,Bajra,41200,76300
Gujarat,2002,Jowar,11600,3100
Gujarat,2002,Wheat,7800,19200
Gujarat,2002,Bajra,200,400
Gujarat,2002,Onion,800,22800
Gujarat,2003,Bajra,31500,62600
Gujarat,2003,Jowar,17500,2100
Gujarat,2003,Wheat,11600,37900
Gujarat,2003,Bajra,200,500
Gujarat,2003,Onion,1900,62800
Gujarat,2004,Bajra,34200,42200
Gujarat,2004,Jowar,100,100
Gujarat,2004,Wheat,19100,60900
Gujarat,2004,Bajra,200,500
Gujarat,2004,Onion,2800,82500
Gujarat,2005,Bajra,31600,55100
Gujarat,2005,Jowar,1200,1400
Gujarat,2005,Jowar,100,100
Gujarat,2005,Wheat,27000,88300
Gujarat,2005,Bajra,600,1300
Gujarat,2005,Onion,2000,58900
Gujarat,2006,Bajra,22300,35300
Gujarat,2006,Wheat,27800,92700
Gujarat,2006,Bajra,2000,4700
Gujarat,2006,Onion,1000,22400
Gujarat,2007,Bajra,15600,25500
Gujarat,2007,Wheat,46700,181700
Gujarat,2007,Bajra,1100,2500
Gujarat,2007,Onion,7100,211700
Gujarat,2008,Bajra,13400,23200
Gujarat,2008,Onion,4200,115100
Gujarat,2008,Wheat,39300,112000
Gujarat,2008,Bajra,1400,3400
Gujarat,2009,Bajra,9100,6800
Gujarat,2009,Jowar,3000,3000
Gujarat,2009,Jowar,300,300
Gujarat,2009,Onion,1900,52100
Gujarat,2009,Wheat,9100,27300
Gujarat,2009,Bajra,400,800
Gujarat,2010,Bajra,9300,16200
Gujarat,2010,Jowar,1200,1300
Gujarat,2010,Wheat,55000,208200
Gujarat,2010,Bajra,1300,3100
Gujarat,2010,Onion,5900,161600
Gujarat,2011,Bajra,5600,6600
Gujarat,2011,Onion,4200,123400
Gujarat,2011,Wheat,32300,116100
Gujarat,2011,Bajra,2300,5900
Gujarat,2012,Bajra,4300,1400
Gujarat,2012,Onion,900,21000
Gujarat,2012,Wheat,5400,15400
Gujarat,2012,Bajra,200,500
Gujarat,2003,Bajra,29700,32200
Gujarat,2003,Rice,71900,142700
Gujarat,2003,Wheat,42200,89800
Gujarat,2003,Bajra,28500,67100
Gujarat,2003,Rice,1200,4200
Gujarat,2003,Onion,100,3400
Gujarat,2003,Potato,3500,79700
Gujarat,2004,Bajra,28900,32200
Gujarat,2004,Rice,80400,175100
Gujarat,2004,Wheat,48600,91600
Gujarat,2004,Bajra,25100,55600
Gujarat,2004,Rice,500,1400
Gujarat,2004,Onion,200,4700
Gujarat,2004,Potato,3300,68000
Gujarat,2005,Bajra,28500,28300
Gujarat,2005,Rice,82300,178500
Gujarat,2005,Wheat,56000,121600
Gujarat,2005,Bajra,23000,53000
Gujarat,2005,Rice,9100,27100
Gujarat,2005,Onion,200,4900
Gujarat,2005,Potato,4600,95500
Gujarat,2006,Bajra,29700,30000
Gujarat,2006,Rice,72400,125200
Gujarat,2006,Wheat,56800,89400
Gujarat,2006,Bajra,20500,51000
Gujarat,2006,Rice,6100,16500
Gujarat,2006,Onion,300,5400
Gujarat,2006,Potato,4700,96900
Gujarat,2007,Bajra,30900,43900
Gujarat,2007,Rice,86100,200300
Gujarat,2007,Jowar,100,100
Gujarat,2007,Wheat,54500,132300
Gujarat,2007,Bajra,21800,60000
Gujarat,2007,Rice,5000,15300
Gujarat,2007,Onion,200,6800
Gujarat,2007,Potato,4000,82500
Gujarat,2008,Bajra,28600,41800
Gujarat,2008,Jowar,300,300
Gujarat,2008,Rice,88200,174400
Gujarat,2008,Onion,200,5200
Gujarat,2008,Wheat,53700,122000
Gujarat,2008,Bajra,19600,51300
Gujarat,2008,Rice,2200,5600
Gujarat,2008,Potato,3900,67000
Gujarat,2009,Bajra,27400,41900
Gujarat,2009,Jowar,200,200
Gujarat,2009,Rice,75200,192700
Gujarat,2009,Onion,300,8800
Gujarat,2009,Wheat,48300,107000
Gujarat,2009,Bajra,26400,69200
Gujarat,2009,Rice,1000,3000
Gujarat,2009,Potato,3000,49300
Gujarat,2010,Bajra,28000,36000
Gujarat,2010,Jowar,100,100
Gujarat,2010,Rice,87700,185200
Gujarat,2010,Jowar,400,400
Gujarat,2010,Wheat,58800,156100
Gujarat,2010,Bajra,42700,119300
Gujarat,2010,Rice,1500,4100
Gujarat,2010,Onion,200,4600
Gujarat,2010,Potato,3100,52400
Gujarat,2011,Bajra,31500,42700
Gujarat,2011,Rice,89000,198500
Gujarat,2011,Onion,600,17500
Gujarat,2011,Wheat,67400,172400
Gujarat,2011,Bajra,48100,133200
Gujarat,2011,Rice,2800,6300
Gujarat,2011,Potato,4000,87300
Gujarat,2012,Bajra,27800,42700
Gujarat,2012,Rice,94400,238900
Gujarat,2012,Onion,400,10500
Gujarat,2012,Wheat,63400,178900
Gujarat,2012,Bajra,34000,93700
Gujarat,2012,Rice,700,2200
Gujarat,2012,Potato,5000,101700
Gujarat,1997,Bajra,188200,109700
Gujarat,1997,Jowar,4500,100
Gujarat,1997,Wheat,42600,109700
Gujarat,1997,Bajra,34900,63000
Gujarat,1997,Onion,100,2000
Gujarat,1997,Potato,7300,198700
Gujarat,1998,Bajra,194700,51200
Gujarat,1998,Jowar,7600,1400
Gujarat,1998,Wheat,42900,113300
Gujarat,1998,Bajra,36300,88200
Gujarat,1998,Onion,100,2400
Gujarat,1998,Potato,7800,220700
Gujarat,1999,Bajra,162000,19200
Gujarat,1999,Jowar,1200,1600
Gujarat,1999,Wheat,49700,109600
Gujarat,1999,Bajra,67900,118400
Gujarat,1999,Onion,100,3400
Gujarat,1999,Potato,7900,232800
Gujarat,2000,Bajra,199000,53600
Gujarat,2000,Jowar,2200,300
Gujarat,2000,Wheat,54700,138000
Gujarat,2000,Bajra,59400,111600
Gujarat,2000,Onion,300,5600
Gujarat,2000,Potato,15300,396400
Gujarat,2001,Bajra,152700,103500
Gujarat,2001,Jowar,27800,20900
Gujarat,2001,Wheat,71900,194200
Gujarat,2001,Bajra,64600,105500
Gujarat,2001,Onion,300,8800
Gujarat,2001,Potato,14300,438600
Gujarat,2002,Bajra,218600,35500
Gujarat,2002,Jowar,1200,300
Gujarat,2002,Wheat,64300,136900
Gujarat,2002,Bajra,76800,109600
Gujarat,2002,Onion,200,5000
Gujarat,2002,Potato,16500,433100
Gujarat,2003,Bajra,197700,241000
Gujarat,2003,Jowar,7800,6800
Gujarat,2003,Wheat,48600,132000
Gujarat,2003,Bajra,81100,165800
Gujarat,2003,Potato,13000,364900
Gujarat,2004,Bajra,173000,108300
Gujarat,2004,Jowar,700,700
Gujarat,2004,Wheat,39000,94600
Gujarat,2004,Bajra,64900,131400
Gujarat,2004,Onion,100,3900
Gujarat,2004,Potato,22500,678900
Gujarat,2005,Bajra,195000,133200
Gujarat,2005,Jowar,7500,3700
Gujarat,2005,Wheat,46300,123100
Gujarat,2005,Bajra,79700,180700
Gujarat,2005,Potato,21800,675600
Gujarat,2006,Bajra,193400,38400
Gujarat,2006,Jowar,10700,3400
Gujarat,2006,Wheat,68100,170500
Gujarat,2006,Bajra,81200,178100
Gujarat,2006,Onion,100,1800
Gujarat,2006,Potato,23300,494400
Gujarat,2007,Bajra,190100,174700
Gujarat,2007,Wheat,83000,237000
Gujarat,2007,Bajra,79000,170500
Gujarat,2007,Onion,200,5000
Gujarat,2007,Potato,31900,867700
Gujarat,2008,Bajra,129900,31200
Gujarat,2008,Jowar,9300,9000
Gujarat,2008,Onion,200,5600
Gujarat,2008,Wheat,56200,118200
Gujarat,2008,Bajra,74900,174400
Gujarat,2008,Potato,25100,599400
Gujarat,2009,Bajra,111700,28400
Gujarat,2009,Jowar,17800,6000
Gujarat,2009,Jowar,200,200
Gujarat,2009,Onion,300,8000
Gujarat,2009,Wheat,65000,178900
Gujarat,2009,Bajra,68400,140400
Gujarat,2009,Potato,21100,514900
Gujarat,2010,Bajra,132000,106200
Gujarat,2010,Jowar,13200,5700
Gujarat,2010,Wheat,92900,280200
Gujarat,2010,Bajra,162000,382100
Gujarat,2010,Potato,25600,663000
Gujarat,2011,Bajra,118600,97100
Gujarat,2011,Jowar,3200,3200
Gujarat,2011,Jowar,400,400
Gujarat,2011,Onion,100,700
Gujarat,2011,Wheat,89000,242100
Gujarat,2011,Bajra,162000,393700
Gujarat,2011,Potato,39900,943000
Gujarat,2012,Bajra,101200,89800
Gujarat,2012,Jowar,6800,8300
Gujarat,2012,Wheat,92900,270800
Gujarat,2012,Bajra,135000,339100
Gujarat,2012,Potato,39400,1021700
Gujarat,1997,Bajra,3900,4800
Gujarat,1997,Jowar,20100,26200
Gujarat,1997,Jowar,35400,28100
Gujarat,1997,Wheat,19900,13900
Gujarat,1997,Bajra,400,900
Gujarat,1997,Rice,25100,24600
Gujarat,1998,Bajra,3500,3500
Gujarat,1998,Jowar,16700,25100
Gujarat,1998,Rice,21100,25200
Gujarat,1998,Jowar,28900,23700
Gujarat,1998,Wheat,22800,19500
Gujarat,1998,Bajra,500,1100
Gujarat,1998,Onion,100,2600
Gujarat,1999,Bajra,2400,1500
Gujarat,1999,Jowar,12600,16800
Gujarat,1999,Rice,27200,23700
Gujarat,1999,Jowar,26100,28800
Gujarat,1999,Wheat,9700,12900
Gujarat,1999,Bajra,500,1000
Gujarat,1999,Onion,100,1800
Gujarat,2000,Bajra,3600,2300
Gujarat,2000,Jowar,14600,12400
Gujarat,2000,Rice,27900,17600
Gujarat,2000,Jowar,15800,6600
Gujarat,2000,Wheat,5700,11800
Gujarat,2000,Bajra,300,600
Gujarat,2000,Onion,100,1300
Gujarat,2001,Bajra,2300,2800
Gujarat,2001,Jowar,13700,20000
Gujarat,2001,Rice,24200,25200
